id_,names,worked_as,famous_movies,height,dob,birthplace,place  ,subcity,city   ,county ,state  ,country
nm0263172,Robert Evans,"Producer,Actor,Additional Crew","Chinatown,Marathon Man,Sliver,Popeye",1.75,"June 29, 1930","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm2951768,Freida Pinto,"Actress,Producer,Soundtrack","Slumdog Millionaire,Rise of the Planet of the Apes,Immortals,Knight of Cups",1.65,"October 18, 1984","Bombay, Maharashtra, India [now Mumbai, Maharashtra, India]",Bombay, Maharashtra,India [now Mumbai,Not Available,Maharashtra,India]
nm0111639,Kelly Brook,"Actress,Producer","Piranha 3D,Deuce Bigalow: European Gigolo,The Italian Job,Three",1.68,"November 23, 1979","Rochester, Kent, England, UK",Rochester,Not Available,Kent,Not Available,England,UK
nm0000812,Roger Avary,"Writer,Producer,Director","Pulp Fiction,Reservoir Dogs,Killing Zoe,Beowulf",3.0,"August 23, 1965","Flin Flon, Manitoba, Canada",Not Available,Not Available,Flin Flon,Not Available,Manitoba,Canada
nm2193120,Hannah Gross,"Actress,Writer","Joker,Mindhunter,Colewell,Unless",3.0,"August 23, 1965","Flin Flon, Manitoba, Canada",Not Available,Not Available,Flin Flon,Not Available,Manitoba,Canada
nm0004921,Joely Fisher,"Actress,Director,Producer","Inspector Gadget,The Mask,Ellen,Search Engines",1.7,"October 29, 1967","Burbank, California, USA",Not Available,Not Available,Burbank,Not Available,California,USA
nm0512934,Hamish Linklater,"Actor,Writer,Director","The Big Short,Battleship,Fantastic Four,Magic in the Moonlight",1.93,"July 7, 1976","Great Barrington, Massachusetts, USA",Not Available,Not Available,Great Barrington,Not Available,Massachusetts,USA
nm7415871,Noah Jupe,Actor,"Honey Boy,Ford v. Ferrari,A Quiet Place,The Undoing",1.93,"February 25, 2005",London,Not Available,Not Available,Not available,Not Available,Not Available,London
nm0000601,Harold Ramis,"Writer,Actor,Producer","Ghostbusters,Groundhog Day,Stripes,Knocked Up",1.88,"November 21, 1944","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm0839934,Kevin Sussman,"Actor,Writer,Producer","Burn After Reading,Killers,Almost Famous,The Big Bang Theory",1.75,"December 4, 1970","Staten Island, New York City, New York, USA",Staten Island,Not Available,New York City,Not Available,New York,USA
nm1756121,Nathan Mitchell,Actor,"The Boys,Ginny & Georgia,Supernatural,Psych: The Movie",1.88,"December 4, 1970","Staten Island, New York City, New York, USA",Staten Island,Not Available,New York City,Not Available,New York,USA
nm0403134,Sam Huntington,"Actor,Producer,Soundtrack","Detroit Rock City,Fanboys,Not Another Teen Movie,Superman Returns",1.79,"April 1, 1982","Peterborough, New Hampshire, USA",Not Available,Not Available,Peterborough,Not Available,New Hampshire,USA
nm0001216,Tara Fitzgerald,"Actress,Director,Producer","Exodus: Gods and Kings,Brassed Off,Legend,Sirens",1.65,"September 18, 1967","Cuckfield, Sussex, England, UK",Cuckfield,Not Available,Sussex,Not Available,England,UK
nm0738746,Ruth Roman,"Actress,Soundtrack","Strangers on a Train,Beyond the Forest,Tomorrow Is Another Day,The Baby",1.63,"December 22, 1922","Lynn, Massachusetts, USA",Not Available,Not Available,Lynn,Not Available,Massachusetts,USA
nm1162399,Joanne Kelly,"Actress,Writer","City on a Hill,Severance,Godfather of Harlem,Warehouse 13",1.73,"December 22, 1978","Bay d'Espoir, Newfoundland and Labrador, Canada",Not Available,Not Available,Bay d'Espoir,Not Available,Newfoundland and Labrador,Canada
nm1011812,Diane Neal,"Actress,Director","Ann Rule's Circle of Deception,Law & Order: Special Victims Unit,NCIS: New Orleans,The Following",1.78,"November 17, 1975","Alexandria, Virginia, USA",Not Available,Not Available,Alexandria,Not Available,Virginia,USA
nm2028579,James Jordan,Actor,"Yellowstone,Mayor of Kingstown,Wind River,1883",1.73,"March 14, 1979","Houston, Texas, USA",Not Available,Not Available,Houston,Not Available,Texas,USA
nm4714116,Franco Masini,"Actor,Composer,Soundtrack","Rebelde,Amar, después de amar,The Clan,Solo el Amor",1.73,"March 14, 1979","Houston, Texas, USA",Not Available,Not Available,Houston,Not Available,Texas,USA
nm0001403,Neil Jordan,"Writer,Producer,Director","The Crying Game,Greta,Breakfast on Pluto,Michael Collins",1.73,"February 25, 1950","Sligo, Ireland",Not Available,Not Available,Not available,Not Available,Sligo,Ireland
nm10828101,Stacey Read,Actress,"Aneni,The Ark,Zim High,After the Ark",1.63,"February 25, 1950","Sligo, Ireland",Not Available,Not Available,Not available,Not Available,Sligo,Ireland
nm2797756,Evan Jonigkeit,"Actor,Producer,Director","X-Men: Days of Future Past,Whiskey Tango Foxtrot,Easy,Sweetbitter",1.63,"February 18, 1983","Langhorne, Bucks County, Pennsylvania, USA",Langhorne,Not Available,Bucks County,Not Available,Pennsylvania,USA
nm0005226,Debra Messing,"Actress,Producer,Soundtrack","Will & Grace,The Wedding Date,The Starter Wife,Hollywood Ending",1.73,"August 15, 1968","Brooklyn, New York City, New York, USA",Brooklyn,Not Available,New York City,Not Available,New York,USA
nm11013770,Nicholas Ralph,Actor,"The Devil's Light,All Creatures Great and Small,The Most Reluctant Convert,Lorraine",1.73,"April 13, 1990","Cape Town, South Africa",Not Available,Not Available,Not available,Not Available,Cape Town,South Africa
nm0832314,Eric Stonestreet,"Actor,Writer,Soundtrack","The Loft,Almost Famous,Modern Family,The Secret Life of Pets",3.0,"September 9, 1971","Kansas City, Kansas, USA",Not Available,Not Available,Kansas City,Not Available,Kansas,USA
nm3689528,Olivier Richters,Actor,"Black Widow,The King's Man,Gangs of London",2.18,"September 9, 1971","Kansas City, Kansas, USA",Not Available,Not Available,Kansas City,Not Available,Kansas,USA
nm3276835,Brighton Sharbino,"Actress,Producer","Miracles from Heaven,Cheap Thrills,True Detective,NCIS",1.63,"August 19, 2002",USA,Not Available,Not Available,Not available,Not Available,Not Available,USA
nm0000834,Kathy Baker,"Actress,Producer","Picket Fences,Jesse Stone: No Remorse,Cold Mountain,The Cider House Rules",1.68,"June 8, 1950","Midland, Texas, USA",Not Available,Not Available,Midland,Not Available,Texas,USA
nm0205749,Peter Davison,"Actor,Music Department,Director","Doctor Who,Doctor Who,The Five(ish) Doctors Reboot,All Creatures Great and Small",1.86,"April 13, 1951","Streatham, London, England, UK",Streatham,Not Available,London,Not Available,England,UK
nm3100064,Brigitte Kali Canales,"Actress,Additional Crew,Director","Fear the Walking Dead,Star Wars: The Bad Batch,Baby Driver,Star Wars: The Clone Wars",1.67,"April 13, 1951","Streatham, London, England, UK",Streatham,Not Available,London,Not Available,England,UK
nm4977122,Owen Teague,Actor,"It,It Chapter Two,Bloodline,Black Mirror",1.8,"December 8, 1998","Tampa, Florida, USA",Not Available,Not Available,Tampa,Not Available,Florida,USA
nm2019219,Josh Segarra,"Actor,Soundtrack","Arrow,Trainwreck,Overboard,Sirens",1.8,"June 3, 1986","Orlando, Florida, USA",Not Available,Not Available,Orlando,Not Available,Florida,USA
nm1981893,Riz Ahmed,"Actor,Producer,Writer","Sound of Metal,Rogue One,Nightcrawler,Four Lions",1.73,"December 1, 1982","Wembley, London, England, UK",Wembley,Not Available,London,Not Available,England,UK
nm4137840,Kathryn Gallagher,"Actress,Music Department,Producer","Thanks for Sharing,The Flash,You,Senioritis",1.73,"July 23, 1993","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0105672,Andre Braugher,"Actor,Producer,Director","Homicide: Life on the Street,Frequency,The Mist,City of Angels",3.0,"July 1, 1962","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm2322853,Claire Holt,Actress,"47 Meters Down,The Originals,H2O: Just Add Water,Blue Like Jazz",1.72,"June 11, 1988","Brisbane, Queensland, Australia",Not Available,Not Available,Brisbane,Not Available,Queensland,Australia
nm13370029,Tyler Lawrence Gray,Actor,"Feeling Randy,KidCoin,Wolf Pack,Entertainment Tonight",1.72,"June 11, 1988","Brisbane, Queensland, Australia",Not Available,Not Available,Brisbane,Not Available,Queensland,Australia
nm8050260,Natacha Karam,Actress,"The Brave,9-1-1: Lone Star,Homeland,The Hurricane Heist",1.63,"April 3, 1995","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm0387581,Chelsea Hobbs,"Actress,Writer,Producer","Lords of Dogtown,UnREAL,The Holiday Sitter,Make It or Break It",1.65,February 18,"Vancouver, British Columbia, Canada",Not Available,Not Available,Vancouver,Not Available,British Columbia,Canada
nm0200455,Royal Dano,"Actor,Soundtrack","Killer Klowns from Outer Space,The Outlaw: Josey Wales,Moby Dick,The Right Stuff",1.88,"November 16, 1922","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0442109,Charlie Kaufman,"Writer,Producer,Additional Crew","I'm Thinking of Ending Things,Anomalisa,Eternal Sunshine of the Spotless Mind,Synecdoche, New York",1.64,"November 19, 1958","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm1836948,Grace Van Dien,"Actress,Director,Producer","Stranger Things,The Village,Charlie Says,The Binge",1.6,"October 15, 1996","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0707214,Miranda Raison,"Actress,Producer,Soundtrack","My Week with Marilyn,Warrior,Spotless,Spooks",1.65,"November 18, 1977","Burnham Thorpe, Norfolk, England, UK",Burnham Thorpe,Not Available,Norfolk,Not Available,England,UK
nm1139632,Tracie Thoms,"Actress,Producer,Soundtrack","Rent,Death Proof,The Devil Wears Prada,Raze",1.65,"August 19, 1975","Baltimore, Maryland, USA",Not Available,Not Available,Baltimore,Not Available,Maryland,USA
nm0000989,Yul Brynner,"Actor,Director,Producer","Anna and the King of Siam,The Ten Commandments,The Magnificent Seven,Westworld",1.73,"July 11, 1920","Vladivostok, Primorskaya Oblast, Far Eastern Republic [now Primorsky Krai, Russia]",Vladivostok,Not Available,Primorskaya Oblast,Not Available,Far Eastern Republic [now Primorsky Krai,Russia]
nm0004916,Conchata Ferrell,"Actress,Soundtrack","Two and a Half Men,Mystic Pizza,Edward Scissorhands,Erin Brockovich",1.6,"March 28, 1943","Charleston, West Virginia, USA",Not Available,Not Available,Charleston,Not Available,West Virginia,USA
nm0716257,Matt Reeves,"Producer,Writer,Director","The Batman,Let Me In,War for the Planet of the Apes,Dawn of the Planet of the Apes",1.77,"April 27, 1966","Rockville Center, New York, USA",Not Available,Not Available,Rockville Center,Not Available,New York,USA
nm0043704,Nicki Aycox,"Actress,Composer","Perfect Stranger,Jeepers Creepers 2,The X Files: I Want to Believe,Dark Angel",1.63,"May 26, 1975","Hennessey, Oklahoma, USA",Not Available,Not Available,Hennessey,Not Available,Oklahoma,USA
nm3309629,Ali Skovbye,Actress,"Breakthrough,Once Upon a Time,One Christmas Eve,You Me Her",1.73,"May 16, 2002","Vancouver, British Columbia, Canada",Not Available,Not Available,Vancouver,Not Available,British Columbia,Canada
nm7527792,Ester Expósito,Actress,"Venus,Veneno,Alguien Tiene Que Morir,Vis a Vis",1.68,"January 26, 2000","Madrid, Spain",Not Available,Not Available,Not available,Not Available,Madrid,Spain
nm0000471,Raul Julia,"Actor,Soundtrack","The Addams Family,Street Fighter,Kiss of the Spider Woman,Addams Family Values",1.88,"March 9, 1940","San Juan, Puerto Rico",Not Available,Not Available,Not available,Not Available,San Juan,Puerto Rico
nm1630992,Madeline Carroll,"Actress,Producer","Flipped,Resident Evil: Extinction,Swing Vote,The Spy Next Door",1.63,"March 18, 1996","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0636694,Michael Nouri,"Actor,Soundtrack","The Hidden,Flashdance,The Terminal,The Proposal",1.91,"December 9, 1945","Washington, District of Columbia, USA",Not Available,Not Available,Washington,Not Available,District of Columbia,USA
nm0004095,Bobbie Phillips,"Actress,Producer,Writer","The Gandhi Murder,Chameleon,Chinese Hercules: The Bolo Yeung Story,Murder One",1.91,"January 29, 1968","Charleston, South Carolina, USA",Not Available,Not Available,Charleston,Not Available,South Carolina,USA
nm0002354,John Williams,"Music Department,Composer,Actor","Jurassic Park,Star Wars,Star Wars: The Last Jedi,Planetary War",1.82,"February 8, 1932","Flushing, Queens, New York City, New York, USA",Flushing, Queens,New York City,Not Available,New York,USA
nm4796309,Josie Totah,"Actress,Producer,Writer","Saved by the Bell,Mr. Mayor,Champions,Other People",1.6,"August 5, 2001","Sacramento, California, USA",Not Available,Not Available,Sacramento,Not Available,California,USA
nm1782667,Matt Lanter,"Actor,Additional Crew","Disaster Movie,Star Wars: The Clone Wars,Vampires Suck,Star-Crossed",1.78,"April 1, 1983","Massillon, Ohio, USA",Not Available,Not Available,Massillon,Not Available,Ohio,USA
nm0000344,Denise Crosby,"Actress,Producer","Pet Sematary,Dolly Dearest,Miracle Mile,Deep Impact",1.73,November 24,"Hollywood, Los Angeles, California, USA",Hollywood,Not Available,Los Angeles,Not Available,California,USA
nm2356940,Hannah Murray,"Actress,Soundtrack","God Help the Girl,Bridgend,Game of Thrones,Detroit",1.65,"July 1, 1989","Bristol, England, UK",Not Available,Not Available,Bristol,Not Available,England,UK
nm0001357,Paul Hogan,"Actor,Writer,Producer","'Crocodile' Dundee,Crocodile Dundee II,Almost an Angel,Strange Bedfellows",1.75,"October 8, 1939","Lightning Ridge, New South Wales, Australia",Not Available,Not Available,Lightning Ridge,Not Available,New South Wales,Australia
nm1229520,Ben Falcone,"Actor,Producer,Writer","Tammy,Thunder Force,Enough Said,The Happytime Murders",1.75,"August 25, 1973","Carbondale, Illinois, USA",Not Available,Not Available,Carbondale,Not Available,Illinois,USA
nm0755603,Thomas Sadoski,Actor,"The Newsroom,Life in Pieces,Wild,John Wick",1.8,"July 1, 1976","Bethany, Connecticut, USA",Not Available,Not Available,Bethany,Not Available,Connecticut,USA
nm2304722,Charlyne Yi,"Actress,Writer,Composer","This Is 40,Knocked Up,Steven Universe,Jexi",1.6,"January 4, 1986","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm1260407,Felicia Day,"Actress,Producer,Writer","The Official The Lord of the Rings: The Rings of Power Podcast,The Guild,Dr. Horrible's Sing-Along Blog,The Legend of Neil",1.65,June 28,"Huntsville, Alabama, USA",Not Available,Not Available,Huntsville,Not Available,Alabama,USA
nm0510731,Doug Liman,"Producer,Director,Additional Crew","Edge of Tomorrow,Swingers,Fair Game,The Bourne Identity",1.88,"July 24, 1965","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0395196,David Hornsby,"Actor,Producer,Writer","It's Always Sunny in Philadelphia,Mythic Quest: Raven's Banquet,Good Girls,How to Be a Gentleman",1.79,"December 1, 1975","Newport News, Virginia, USA",Not Available,Not Available,Newport News,Not Available,Virginia,USA
nm0876645,Tamara Tunie,"Actress,Director,Producer","Flight,The Devil's Advocate,The Caveman's Valentine,As the World Turns",1.75,"March 14, 1959","McKeesport, Pennsylvania, USA",Not Available,Not Available,McKeesport,Not Available,Pennsylvania,USA
nm0330486,Noele Gordon,"Actress,Soundtrack","Crossroads,The Most Likely Girl,The Lisbon Story,Crossroads: A Celebration",1.75,"December 25, 1919","East Ham, London, England, UK",East Ham,Not Available,London,Not Available,England,UK
nm7097848,Can Yaman,"Actor,Soundtrack","Erkenci Kus,Dolunay,Bay Yanlis,Hangimiz Sevmedik?",1.85,"November 8, 1989","Istanbul, Turkey",Not Available,Not Available,Not available,Not Available,Istanbul,Turkey
nm0001824,Ally Walker,"Actress,Writer,Producer","Universal Soldier,Profiler,While You Were Sleeping,Kazaam",1.78,"August 25, 1961","Tullahoma, Tennessee, USA",Not Available,Not Available,Tullahoma,Not Available,Tennessee,USA
nm0001773,David Ogden Stiers,"Actor,Director,Additional Crew","M*A*S*H,Beauty and the Beast,Lilo & Stitch,Pocahontas",1.91,"October 31, 1942","Peoria, Illinois, USA",Not Available,Not Available,Peoria,Not Available,Illinois,USA
nm0412850,Eddie Izzard,"Actress,Producer,Writer","Ocean's Thirteen,Across the Universe,Mystery Men,My Super Ex-Girlfriend",1.7,"February 7, 1962","Aden, Yemen",Not Available,Not Available,Not available,Not Available,Aden,Yemen
nm11224843,Audie Rick,Actor,"Kenobi: A Star Wars Fan Film,1883,1883: The Road West",1.16,"December 20, 2015","California, USA",Not Available,Not Available,Not available,Not Available,California,USA
nm3774109,Sami Gayle,"Actress,Producer,Soundtrack","Vampire Academy,Detachment,Stolen,Blue Bloods",1.63,"January 22, 1996","Weston, Florida, USA",Not Available,Not Available,Weston,Not Available,Florida,USA
nm0001444,Lorenzo Lamas,"Actor,Producer,Director","Body Rock,Grease,Falcon Crest,Chinaman's Chance: America's Other Slaves",1.87,"January 20, 1958","Santa Monica, California, USA",Not Available,Not Available,Santa Monica,Not Available,California,USA
