id_,names,profession,worked_as,famous_for,famous_movies,height,dob,birthplace,img_link,profile_link
nm0878954,Jud Tylor,Actress,Actress,42,"Charlie Wilson's War,42,Good God,Home of Phobia",1.68 m,"March 24, 1979","Vancouver, British Columbia, Canada","https://m.media-amazon.com/images/M/MV5BMTk3NjMwNDUzMV5BMl5BanBnXkFtZTYwNjA2OTYy._V1_UY209_CR40,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0878954
nm1171145,Patrick Kennedy,Actor,"Actor,Director,Writer",The Queen's Gambit,"The Queen's Gambit,Miss Marx,War Horse,Boardwalk Empire",(1.78 m,"August 26, 1977","London, England, UK","https://m.media-amazon.com/images/M/MV5BNjA2MWViZmYtN2RiNC00YzMyLTk2MzUtMWYxNDgxNWUyNDQ5XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR72,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1171145
nm6681689,Iyana Halley,Actress,"Actress,Producer,Soundtrack",This Is Us,"This Is Us,Abbott Elementary,Licorice Pizza,Beast",(1.78 m,"August 26, 1977","London, England, UK","https://m.media-amazon.com/images/M/MV5BMTgxZjNhN2ItOGMzYS00OTY4LWIwMTktZWMxZTYzOTFjZWZhXkEyXkFqcGdeQXVyNTQ0MDM2Mzc@._V1_UY209_CR95,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6681689
nm0676555,Lauri Peters,Actress,"Actress,Soundtrack",Mr. Hobbs Takes a Vacation,"Mr. Hobbs Takes a Vacation,For Love of Ivy,Ghost Story,Summer Holiday",(1.78 m,"July 2, 1943","Detroit, Michigan, USA","https://m.media-amazon.com/images/M/MV5BOWFkNGFmMjgtNDY3OC00Y2U3LThjYzAtOWNjYmQwNTljOWU2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0676555
nm1225406,Colin Ford,Actor,"Actor,Additional Crew,Soundtrack",We Bought a Zoo,"We Bought a Zoo,Push,Under the Dome,Daybreak",3 m,"September 12, 1996","Nashville, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BNGI5MjlmMWQtYjBiOS00YzQ5LTg5ZDMtNGMxY2MzODQzNmIzXkEyXkFqcGdeQXVyMTg4MzgxOA@@._V1_UY209_CR26,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1225406
nm0330360,Keith Gordon,Director,"Director,Actor,Producer",A Midnight Clear,"A Midnight Clear,Waking the Dead,Mother Night,Fargo",1.70 m,"February 3, 1961","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTc3NzI5MDE4OF5BMl5BanBnXkFtZTcwNjAzMDA4NQ@@._V1_UY209_CR69,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0330360
nm0000991,Geneviève Bujold,Actress,"Actress,Writer,Music Department",Dead Ringers,"Dead Ringers,Coma,Anne of the Thousand Days,Murder by Decree",1.63 m,"July 1, 1942","Montréal, Québec, Canada","https://m.media-amazon.com/images/M/MV5BMTE5OTY1NzkzOV5BMl5BanBnXkFtZTYwMjYzNTQ3._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000991
nm0286320,Andrew Form,Producer,"Producer,Additional Crew,Costume and Wardrobe Department",A Quiet Place,"A Quiet Place,A Quiet Place Part II,Teenage Mutant Ninja Turtles,The First Purge",1.63 m,"July 1, 1942","Montréal, Québec, Canada","https://m.media-amazon.com/images/M/MV5BMTkzOTM0NDI0NV5BMl5BanBnXkFtZTcwNzQ5MDcyMg@@._V1_UY209_CR86,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0286320
nm0001117,Bruce Davison,Actor,"Actor,Director,Producer",X-Men,"X-Men,The Crucible,Short Cuts,X2",1.85 m,"June 28, 1946","Philadelphia, Pennsylvania, USA","https://m.media-amazon.com/images/M/MV5BMTY4NDU5NjI1MF5BMl5BanBnXkFtZTcwNjA2NjMxOA@@._V1_UY209_CR64,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001117
nm0728795,Paul Ritter,Actor,"Actor,Soundtrack",Quantum of Solace,"Quantum of Solace,Harry Potter and the Half-Blood Prince,Hannibal Rising,The Libertine",(1.78 m,"December 20, 1966","Gravesend, Kent, England, UK","https://m.media-amazon.com/images/M/MV5BMTUyNTcwNDUxMl5BMl5BanBnXkFtZTcwNDc1MDcxOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0728795
nm0001526,Patrick McGoohan,Actor,"Actor,Producer,Director",The Prisoner,"The Prisoner,Braveheart,A Time to Kill,Columbo",(1.87 m,"March 19, 1928","Astoria, Queens, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTY3MTAzMTExOF5BMl5BanBnXkFtZTcwNzEwNjUyMg@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001526
nm4416000,Hayley Orrantia,Actress,"Actress,Soundtrack",The Goldbergs,"The Goldbergs,God's Not Dead 2,The Fight Before Christmas,Be Alright",1.63 m,"February 21, 1994","Arlington, Texas, USA","https://m.media-amazon.com/images/M/MV5BYTlhMGYzODQtZjkwYS00ZTFmLWFiMTYtYzQwNDc2YTE5YjdiXkEyXkFqcGdeQXVyMTQ3Mzc0MzY1._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4416000
nm3681769,Chase Sui Wonders,Actress,"Actress,Director,Writer",Bodies Bodies Bodies,"Bodies Bodies Bodies,On the Rocks,A Trivial Exclusion,Last Migration",1.63 m,"February 21, 1994","Arlington, Texas, USA","https://m.media-amazon.com/images/M/MV5BNGZlYWQyMTUtZGMzYS00M2NhLTg0NGUtYzFjZDNiMTZlYjk1XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3681769
nm0806699,Sarah Smart,Actress,"Actress,Soundtrack",Wallander,"Wallander,Five Days,New Tricks,Casualty 1907",1.60 m,"March 3, 1977","Birmingham, England, UK","https://m.media-amazon.com/images/M/MV5BNTg0OTM5MzIwNl5BMl5BanBnXkFtZTYwMzcwNzk3._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0806699
nm0922213,Mae West,Actress,"Actress,Writer,Soundtrack",She Done Him Wrong,"She Done Him Wrong,I'm No Angel,Goin' to Town,My Little Chickadee",2 m,"August 17, 1893","Brooklyn, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTI3NTI2MzcyOF5BMl5BanBnXkFtZTYwNzgwNjI2._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0922213
nm4576371,Sunita Mani,Actress,"Actress,Writer,Additional Crew",Everything Everywhere All at Once,"Everything Everywhere All at Once,GLOW,Spirited,Save Yourselves!",2 m,"December 13, 1986","Dickson, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BMjJkOWZjNGYtODBjOS00ZmY2LWE0MmMtMzAwM2IyY2FkYjI5XkEyXkFqcGdeQXVyMjU1MjI1OTU@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4576371
nm0001666,Debbie Reynolds,Actress,"Actress,Producer,Writer",Singin' in the Rain,"Singin' in the Rain,The Unsinkable Molly Brown,In & Out,Tammy and the Bachelor",1.57 m,"April 1, 1932","El Paso, Texas, USA","https://m.media-amazon.com/images/M/MV5BMTM5NTAzNzM0NF5BMl5BanBnXkFtZTcwMTY4OTY2Nw@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001666
nm0708338,Marisa Ramirez,Actress,Actress,General Hospital,"General Hospital,Spartacus: Gods of the Arena,Blue Bloods,All Souls Day: Dia de los Muertos",(1.66 m,"September 15, 1977","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BODM4NzU2MTA4NF5BMl5BanBnXkFtZTcwOTQyMTM2Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0708338
nm2362068,Caity Lotz,Actress,"Actress,Director,Writer",The Machine,"The Machine,Legends of Tomorrow,The Flash,400 Days",1.68 m,"December 30, 1986","San Diego, California, USA","https://m.media-amazon.com/images/M/MV5BMjAyNjc2MjIxNV5BMl5BanBnXkFtZTgwNzU3MjExMzI@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2362068
nm2747668,Andrew Santino,Actor,"Actor,Producer,Additional Crew","Game Over, Man!","Game Over, Man!,The Disaster Artist,Me Time,This Is Us",1.85 m,"October 16, 1983","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BOWQ5ZGM5YmMtNGUxNC00ZGU0LTkwYjgtOTMwZDgwMzhiODI1XkEyXkFqcGdeQXVyNjU5OTE5NjM@._V1_UY209_CR86,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2747668
nm3838034,Griffin Gluck,Actor,Actor,Locke & Key,"Locke & Key,American Vandal,Why Him?,Silicon Valley",(1.71 m,"August 24, 2000","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMzBiNmQyZTMtODdkNS00ZDE5LTg4MmMtMTMzMGY2MzU5MzRhXkEyXkFqcGdeQXVyNzE4MTk4Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3838034
nm5994559,Danielle Rose Russell,Actress,Actress,Aloha,"Aloha,A Walk Among the Tombstones,Legacies,Wonder",(1.58 m,"October 31, 1999","Pequannock Township, New Jersey","https://m.media-amazon.com/images/M/MV5BMjUxZTgzNTMtNzRkNS00MzkzLWIxZDctMDk1Y2JkZmRlYWViXkEyXkFqcGdeQXVyMTU0NjEyNjIz._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5994559
nm0838911,Jeremy Sumpter,Actor,"Actor,Producer,Camera and Electrical Department",Peter Pan,"Peter Pan,Frailty,Into the Storm,Cyber Seduction: His Secret Life",3 m,"February 5, 1989","Monterey, California, USA","https://m.media-amazon.com/images/M/MV5BMTAzMTc4MzQ0NjJeQTJeQWpwZ15BbWU4MDYyMTU3MzIx._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0838911
nm0324790,Joanna Going,Actress,"Actress,Producer",Kingdom,"Kingdom,House of Cards,Mad Men,Wyatt Earp",1.63 m,"July 22, 1963","Washington, District of Columbia, USA","https://m.media-amazon.com/images/M/MV5BZThjNTU2ODItNDQxYi00NWY1LTkxYmYtYjAyZTI3NTg3Mzk0XkEyXkFqcGdeQXVyMjE4NDQ5OA@@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0324790
nm7872532,Laila Lockhart Kraner,Actress,Actress,NOS4A2,"NOS4A2,Shots Fired,The Secret of Sinchanee,Black-ish",1.63 m,"July 22, 1963","Washington, District of Columbia, USA","https://m.media-amazon.com/images/M/MV5BZjYzYWUyYmMtMWRkYS00M2I3LWFjY2ItY2Q4YmRjYThmM2UyXkEyXkFqcGdeQXVyMTI1Mzk5MTU4._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7872532
nm2760664,Jacob Anderson,Actor,"Actor,Soundtrack",Game of Thrones,"Game of Thrones,Overlord,4.3.2.1.,Anne Rice's Interview with the Vampire",1.75 m,"June 18, 1990","London, England, UK","https://m.media-amazon.com/images/M/MV5BNThhYWI0MTAtOGY1ZC00NmIyLWFlMTAtMDJjZWFiZDFlYmIyXkEyXkFqcGdeQXVyMTI2Nzk2MjQ1._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2760664
nm0001188,Nora Ephron,Writer,"Writer,Producer,Director",Julie & Julia,"Julie & Julia,When Harry Met Sally...,Bewitched,You've Got Mail",1.65 m,"May 19, 1941","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMjE0MTEyNDE0M15BMl5BanBnXkFtZTcwNzA5NjQwOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001188
nm0001002,Dean Cain,Actor,"Actor,Producer,Writer",God's Not Dead,"God's Not Dead,Out of Time,Lois & Clark: The New Adventures of Superman,Rat Race", (1.82 m,"July 31, 1966","Mt. Clemens, Michigan, USA","https://m.media-amazon.com/images/M/MV5BMTg5MDEzNDQ4MF5BMl5BanBnXkFtZTcwNzgxODQzMQ@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001002
nm1472589,Colton Dunn,Actor,"Actor,Writer,Producer",Key and Peele,"Key and Peele,Superstore,Hatchet II,Blockers",3 m,"June 30, 1977","Normal, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMTM5NTQ4OTYwN15BMl5BanBnXkFtZTgwMjkyNDkwMTE@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1472589
nm3985937,Timothy Simons,Actor,"Actor,Writer,Producer",Veep,"Veep,Inherent Vice,Don't Worry Darling,Goosebumps",(1.97 m,"June 12, 1978","Readfield, Maine, USA","https://m.media-amazon.com/images/M/MV5BM2I1YmMzNDktOWE1ZC00MGNiLThjZDUtZWUzYmE4NWVhOWYwXkEyXkFqcGdeQXVyMTAyMzUyMjg0._V1_UY209_CR31,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3985937
nm5307166,Claudia O'Doherty,Actress,"Actress,Writer,Producer",Extra Ordinary,"Extra Ordinary,Long Shot,Trainwreck,Love",1.57 m,"November 29, 1983","Sydney, New South Wales, Australia","https://m.media-amazon.com/images/M/MV5BMTAwNzEzNDQ0MTZeQTJeQWpwZ15BbWU4MDAwNDU4OTcx._V1_UY209_CR86,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5307166
nm0874353,Natalie Trundy,Actress,Actress,Conquest of the Planet of the Apes,"Conquest of the Planet of the Apes,Beneath the Planet of the Apes,Escape from the Planet of the Apes,Battle for the Planet of the Apes",(1.71 m,"August 5, 1940","Boston, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BMTY5NzE4NDcwNV5BMl5BanBnXkFtZTcwNTc1MjAyOA@@._V1_UY209_CR36,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0874353
nm0424216,Johnny Knoxville,Writer,"Writer,Producer,Actor",Bad Grandpa,"Bad Grandpa,The Dukes of Hazzard,Teenage Mutant Ninja Turtles,The Ringer",1.85 m,"March 11, 1971","Knoxville, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BMTE5Mjk5OTMxMV5BMl5BanBnXkFtZTYwODMyNDE0._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0424216
nm2507695,Rodrigo Sorogoyen,Director,"Director,Writer,Producer",Antidisturbios,"Antidisturbios,El reino,Stockholm,The Beasts",1.85 m,"September 16, 1981","Madrid, Spain","https://m.media-amazon.com/images/M/MV5BYTI2ZmM4YmYtNDgxNS00ODM2LWJmNjEtMzllNTM2MTRhNDlkXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY209_CR69,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2507695
nm0382162,Virginia Hey,Actress,Actress,Mad Max 2,"The Road Warrior,Farscape,The Living Daylights,Rick and Morty", (1.79 m,"June 19, 1952","Coogee, New South Wales, Australia","https://m.media-amazon.com/images/M/MV5BMjE4MTE3OTIxN15BMl5BanBnXkFtZTcwMTkyNjMzMQ@@._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0382162
nm4565815,Mena Massoud,Actor,"Actor,Producer,Writer",Aladdin,"Aladdin,The Royal Treatment,Hotel for the Holidays,In Broad Daylight",1.73 m,"September 17, 1991","Cairo, Egypt","https://m.media-amazon.com/images/M/MV5BOTAzYWNiMWYtOTk2Zi00MGU4LWE1NjItNDJkMGYxMTc3M2Y2XkEyXkFqcGdeQXVyMjc2MTIzNjg@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4565815
nm0000543,Sal Mineo,Actor,"Actor,Music Department,Additional Crew",Rebel Without a Cause,"Rebel Without a Cause,Exodus,Escape from the Planet of the Apes,Giant",1.68 m,"January 10, 1939","The Bronx, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTI2Nzc2NTUxOF5BMl5BanBnXkFtZTcwNjU2ODAyMw@@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000543
nm1705080,Jill Latiano,Producer,"Actress,Producer",The Thief Collector,"The Thief Collector,The Devil We Know,GMO OMG,Legit",1.75 m,"January 10, 1939","The Bronx, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMjIwNDYzNjM2MV5BMl5BanBnXkFtZTgwOTQyNjUwNDE@._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1705080
nm1747924,Jim Parrack,Actor,"Actor,Producer,Director",Suicide Squad,"Suicide Squad,True Blood,Battle: Los Angeles,Fury",1.93 m,"February 8, 1981","Allen, Texas, USA","https://m.media-amazon.com/images/M/MV5BMTg4MTIwODQ5NF5BMl5BanBnXkFtZTcwMjQ5OTI5Nw@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1747924
nm0683379,Mitch Pileggi,Actor,"Actor,Soundtrack",Basic Instinct,"Basic Instinct,The X Files,Shocker,The X Files: I Want to Believe",(1.87 m,"April 5, 1952","Portland, Oregon, USA","https://m.media-amazon.com/images/M/MV5BNDM5NzM2NzYtMzdlZC00NDc3LTlhMTUtZDIzZjdlYjI5MzJlL2ltYWdlXkEyXkFqcGdeQXVyNzIwNDk0MTY@._V1_UY209_CR56,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0683379
nm5307044,Ronny Chieng,Actor,"Actor,Writer,Producer",Crazy Rich Asians,"Crazy Rich Asians,M3gan,Comedy Showroom: Ronny Chieng - International Student,Godzilla vs. Kong",(1.87 m,"November 21, 1985","Johor Bahru, Johor, Malaysia","https://m.media-amazon.com/images/M/MV5BMDFmMGZjMGQtYTMzMy00YWU4LTg2YjUtNzM1NjhiZWEyOTgwXkEyXkFqcGdeQXVyMzg4NzIxMA@@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5307044
nm0115402,Christina Brucato,Actress,"Actress,Producer,Writer",The Menu,"The Menu,Orange Is the New Black,Friends from College,Legends of Tomorrow",(1.87 m,January 14,"Manhattan, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMzE0MDc3M2EtNDQ0Zi00ZDZjLTg0ZDctYmRmYTFhODhhMjdkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0115402
nm0000487,Ang Lee,Director,"Director,Producer,Writer",Wo hu cang long,"Wo Hu Cang Long,Life of Pi,Xi yan,Se, Jie",1.70 m,"October 23, 1954","Pingtung, Taiwan","https://m.media-amazon.com/images/M/MV5BODA2MTczOTY0N15BMl5BanBnXkFtZTcwNTU3NjA4OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000487
nm0795517,Shu Qi,Actress,"Actress,Writer,Music Department",The Transporter,"The Transporter,Ci Ke Nie Yin Niang,Xun Long Jue,Xi You: Xiang Mo Pian",1.68 m,"April 16, 1976","New Taipei, Taiwan","https://m.media-amazon.com/images/M/MV5BMTQ0NjAwNDIyNV5BMl5BanBnXkFtZTYwMzg1MTI1._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0795517
nm0001787,Jeffrey Tambor,Actor,"Actor,Soundtrack",Transparent,"Transparent,Arrested Development,How the Grinch Stole Christmas,Hellboy",1.85 m,"July 8, 1944","San Francisco, California, USA","https://m.media-amazon.com/images/M/MV5BNzQxMzA3NzQzM15BMl5BanBnXkFtZTcwMTQxMDc3MQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001787
nm0640413,Kevin J. O'Connor,Actor,"Actor,Soundtrack",The Mummy,"The Mummy,Deep Rising,Van Helsing,Peggy Sue Got Married",(1.87 m,"November 15, 1963","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMTMxMDI4NjAwNV5BMl5BanBnXkFtZTYwODk0NTY0._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0640413
nm0405310,Joyce Hyser,Actress,Actress,Just One of the Guys,"My Brother Is My Sister,Spinal Tap,The Hollywood Knights,The Flash",(1.87 m,"December 20, 1957","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTk1MjU5ODQwMF5BMl5BanBnXkFtZTcwMTc4MTkyNA@@._V1_UY209_CR80,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0405310
nm0638824,Michael Nyqvist,Actor,"Actor,Producer",Mission: Impossible - Ghost Protocol,"John Wick,Mission: Impossible - Ghost Protocol,Män som hatar kvinnor,Tillsammans",(1.78 m,"November 8, 1960","Stockholm, Stockholms län, Sweden","https://m.media-amazon.com/images/M/MV5BMTg1MDM4MTg1NV5BMl5BanBnXkFtZTcwMTExOTcwNw@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0638824
nm0004743,Gil Bellows,Actor,"Actor,Producer,Director",Patriot,"Patriot,The Shawshank Redemption,Love and a .45,Jett",(1.80 m,"June 28, 1967","Vancouver, British Columbia, Canada","https://m.media-amazon.com/images/M/MV5BMTgxMzc0MDAzNV5BMl5BanBnXkFtZTgwMzUzMTI0MzE@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004743
nm0919798,Frank Welker,Actor,"Actor,Sound Department,Music Department",Transformers: Dark of the Moon,"Transformers: Dark of the Moon,Transformers: Age of Extinction,Mortal Kombat,Transformers: The Last Knight",1.73 m,"March 12, 1946","Denver, Colorado, USA","https://m.media-amazon.com/images/M/MV5BMjM2MzU2ODYxMV5BMl5BanBnXkFtZTgwMzQ3MjcwMjE@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0919798
nm1013087,Suranne Jones,Actress,"Actress,Writer,Producer",Doctor Foster,"Doctor Foster,Scott & Bailey,Coronation Street,Vincent",1.70 m,"August 27, 1978","Oldham, Greater Manchester, England, UK","https://m.media-amazon.com/images/M/MV5BMTkzNDMzNzA3MF5BMl5BanBnXkFtZTgwNzYwNjY3ODE@._V1_UY209_CR69,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1013087
nm1399714,Scott Beck,Writer,"Writer,Producer,Director",A Quiet Place,"A Quiet Place,65,Haunt,The Boogeyman",1.85 m,"October 22, 1984","Denver, Colorado, USA","https://m.media-amazon.com/images/M/MV5BZDQwZmY2YzItNjIyNC00NGMwLTkzODktNGEyOGFiMmUyODkyXkEyXkFqcGdeQXVyMTU4NTkyNw@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1399714
nm0186151,Grant Cramer,Producer,"Actor,Producer,Additional Crew",Lone Survivor,"Lone Survivor,The November Man,Killer Klowns from Outer Space,End of Watch",(1.80 m,"November 10, 1961","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BYThmYjI3OTUtNTA3MS00ZGI4LTllMzctMTczYzhhMjg1Nzg0XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR60,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0186151
nm0001634,CCH Pounder,Actress,"Actress,Producer",The Shield,"Avatar,The Shield,The Mortal Instruments: City of Bones,RoboCop 3",1.70 m,"December 25, 1952","Georgetown, British Guiana (present-day Georgetown, Guyana)","https://m.media-amazon.com/images/M/MV5BMTM4MTI0NzkzN15BMl5BanBnXkFtZTYwNzExNzgz._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001634
nm0005232,Izabella Miko,Actress,"Actress,Producer,Director",Coyote Ugly,"Coyote Ugly,Deadwood,Clash of the Titans,The Mick",1.65 m,"January 21, 1981","Lódz, Lódzkie, Poland","https://m.media-amazon.com/images/M/MV5BMTg0MjU3MjkwMV5BMl5BanBnXkFtZTYwMDk2MzE1._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005232
nm4927508,Travis Bennett,Actor,"Actor,Writer,Director",You People,"You People,Loiter Squad,Tyler, the Creator: French!,Tyler, the Creator: Bastard",1.65 m,"January 21, 1981","Lódz, Lódzkie, Poland","https://m.media-amazon.com/images/M/MV5BOTFlN2JlODItYzAxMi00ZTE4LWE2NzYtOWM3MTIxZDgyOWU2XkEyXkFqcGdeQXVyMTExNzQ3MzAw._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4927508
nm0000109,Yasmine Bleeth,Actress,Actress,BASEketball,"BASEketball,Baywatch: Hawaiian Wedding,Nash Bridges,Baywatch",1.65 m,"June 14, 1968","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTIwMTQ5NTA2NV5BMl5BanBnXkFtZTYwMTA0ODQz._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000109
nm6812060,Natasha Liu Bordizzo,Actress,Actress,The Voyeurs,"The Voyeurs,The Society,Day Shift,Ahsoka",1.70 m,"August 25, 1994","Sydney, New South Wales, Australia","https://m.media-amazon.com/images/M/MV5BY2I0MzYzOGYtNGJmOC00ZGU4LTkzZjUtYjVkN2U1OGE5MGJlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6812060
nm1075208,Virginia Williams,Actress,"Actress,Music Department,Producer",Teenage Bounty Hunters,"Teenage Bounty Hunters,Why Women Kill,Fuller House,Fairly Legal",1.70 m,March 19,"Memphis, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BMjQ2Yzk4YjItNGNmOC00ZjU0LTk1N2UtNmIxYzQ0ZjE0ZmYzXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1075208
nm0145312,Peggie Castle,Actress,"Actress,Soundtrack","I, the Jury","I, the Jury,Invasion, U.S.A.,Mike Hammer,Lawman",1.70 m,"December 22, 1927","Appalachia, Virginia, USA","https://m.media-amazon.com/images/M/MV5BMjIwMjkxODgxM15BMl5BanBnXkFtZTcwNzUzODUyOA@@._V1_UY209_CR17,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0145312
nm5141621,Frankie Wilson,Actor,Actor,The Souvenir,"The Souvenir,The Souvenir: Part II,Against the Ice,Cradle to Grave",1.70 m,"June 27, 1993","Dagenham, Essex, England, UK","https://m.media-amazon.com/images/M/MV5BYjgyOTEwOGYtMTk2ZC00OWE3LWIzZmQtYmFmMzEwYTIwOTZlXkEyXkFqcGdeQXVyOTE1NTQ5NDg@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5141621
nm0001439,Anthony LaPaglia,Actor,"Actor,Producer,Writer",Without a Trace,"Without a Trace,Lantana,Empire Records,So I Married an Axe Murderer",(1.78 m,"January 31, 1959","Adelaide, South Australia, Australia","https://m.media-amazon.com/images/M/MV5BNjA2Njc1MzU3MF5BMl5BanBnXkFtZTgwODU5MjQ3MzE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001439
nm2092835,Tom Payne,Actor,"Actor,Soundtrack",Prodigal Son,"Prodigal Son,The Walking Dead,The Physician,Miss Pettigrew Lives for a Day",(1.68 m,"December 21, 1982","Chelmsford, Essex, England, UK","https://m.media-amazon.com/images/M/MV5BY2RhYmVlN2QtODc5OS00NTdlLTgwZWUtN2YzNjg3MTEwOWNkXkEyXkFqcGdeQXVyMTA3MzgyNjY3._V1_UY209_CR19,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2092835
